Facility RPA,Site Name,Facility WPA,Waste Code,Fate,Tonnes Received,R and D code,Compliance Status
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),117.157,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.002,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),10.271,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),0.275,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.003,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.021,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.7145,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0345,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.0305,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),27.431,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),5.381,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.5035,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.051,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0686,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.002,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),4.7145,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.0015,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),1.145,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.012,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0015,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.0015,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),0.6675,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.0015,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),2.392,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),0.261,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.004,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),0.1965,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.2005,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.053,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0166,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.003,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),7.667,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.009,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),18.9995,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.038,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.1418,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.003,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),7.334,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.03,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),1.044,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0033,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),0.466,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.01,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.0335,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),0.46,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),4.2745,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.051,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0072,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),2.5095,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.0015,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),2.0395,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.112,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0339,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.001,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),1.7315,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),4.9375,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.013,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.232,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.016,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.04,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.041,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.1827,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.002,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),8.96,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.0225,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),26.88719,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.0265,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),0.002,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.342,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.294,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.039,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0875,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),3.437,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.887,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.0335,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),0.825,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),1.528,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.0495,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0473,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.008,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),2.208,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),1.5,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),4.585,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.012,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.115,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.32,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.107,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0002,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.002,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),1.213,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.4925,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.002,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),4.0935,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.017,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0005,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),0.656,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.0845,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0066,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.042,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0221,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),4.976,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.017,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.0045,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),0.01,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.085,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.023,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.335,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.952,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.063,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),3.45,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.006,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.001,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),1.7425,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.7695,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.364,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.008,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0033,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.08,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),10.7675,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.009,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.166,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.0985,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.058,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.003,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),17.586,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.0315,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),12.377,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0027,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.002,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),2.4215,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.0015,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.669,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),0.0025,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.085,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0785,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),2.2865,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.003,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.301,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),3.1435,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),0.243,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 01,Transfer (D),0.038,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 10*,Transfer (D),0.0075,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 08*,Transfer (D),0.1075,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 03*,Transfer (D),10.2895,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 09,Transfer (D),0.0442,D15,COMPLIANT
South West,Professional Hygiene Ltd,Bristol City,18 01 04,Transfer (D),15.8725,D15,COMPLIANT
South West,Westbury WTS EPR/CP3331SC,Wiltshire,18 01 09,Transfer (D),1.5,D15,COMPLIANT
South West,Exeter City Council M R F,Devon,18 01 03*,Incineration,5.36,D10,COMPLIANT
South West,Canford Recycling Centre,"Bournemouth, Christchurch and Poole",18 01 04,Recovery,0.18,R05.03,COMPLIANT
South West,Canford Recycling Centre,"Bournemouth, Christchurch and Poole",18 01 03*,Recovery,51.2,R05.01,NON-COMPLIANT
South West,Canford Recycling Centre,"Bournemouth, Christchurch and Poole",18 01 04,Recovery,4201.76,R05.03,COMPLIANT
South West,Canford Recycling Centre,"Bournemouth, Christchurch and Poole",18 01 04,Recovery,53.78,R05.03,COMPLIANT
South West,Canford Recycling Centre,"Bournemouth, Christchurch and Poole",18 01 03*,Recovery,0.14,R05.01,NON-COMPLIANT
South West,Sand's Farm Facility,Wiltshire,18 01 03*,Transfer (D),14.307,D15,COMPLIANT
South West,Churchfields Depot,Wiltshire,18 01 08*,Incineration,0.91,D10,COMPLIANT
South West,Churchfields Depot,Wiltshire,18 01 03*,Incineration,11.07,D10.04,COMPLIANT
South West,Churchfields Depot,Wiltshire,18 01 01,Incineration,4.47,D10.04,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,5.27,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 04,Transfer (D),17.39,D15,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,5.0,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 04,Transfer (D),9.73,D15,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,0.79,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,0.18,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,3.02,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,126.47,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,1.14,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,5.61,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,9.03,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 04,Transfer (D),20.63,D15,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,5.91,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,0.01,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 04,Transfer (D),19.22,D15,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,2.53,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,0.96,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,66.03,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 04,Transfer (D),3.81,D15,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 03*,Incineration,0.48,R01,COMPLIANT
South West,Clinipower Avonmouth L L P,Bristol City,18 01 04,Transfer (D),0.41,D15,COMPLIANT
South West,Waterside Park - EPR/KP3191EK,Swindon,18 01 04,Incineration,7.3,D10,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.046,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.061,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.124,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.293,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.43,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 09,Transfer (D),0.263,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.051,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.157,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.056,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.183,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),1.756,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 09,Transfer (D),0.215,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.04,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.102,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.027,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.075,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.016,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.165,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.087,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.386,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 09,Transfer (D),0.101,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.685,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.184,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.602,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.162,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.096,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.149,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.063,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 08*,Transfer (D),0.058,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),9.771,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),1.675,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,2.126,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 08*,Transfer (D),0.116,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),1.497,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 09,Transfer (D),0.157,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.103,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),1.567,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 09,Transfer (D),0.359,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.244,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 09,Transfer (D),0.097,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,3.675,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 08*,Transfer (D),0.139,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),1.067,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 09,Transfer (D),0.235,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.692,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.261,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.22,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),126.593,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,13.973,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 08*,Transfer (D),0.046,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),13.865,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 09,Transfer (D),1.8,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),2.905,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.288,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),4.691,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 09,Transfer (D),0.804,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.205,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.1,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.067,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.057,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.065,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),0.395,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Transfer (D),1.435,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 09,Transfer (D),0.27,D15,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 03*,Recovery,0.041,R13,COMPLIANT
South West,Frome Clinical Waste Treatment Plant and Transfer Station,Somerset,18 01 04,Transfer (D),0.283,D15,COMPLIANT
South West,South West Waste Recovery Facility,Devon,18 01 08*,Transfer (D),0.08,D15,COMPLIANT
South West,South West Waste Recovery Facility,Devon,18 01 01,Transfer (D),0.01,D15,COMPLIANT
South West,South West Waste Recovery Facility,Devon,18 01 06*,Recovery,0.03,R13,COMPLIANT
South West,South West Waste Recovery Facility,Devon,18 01 06*,Transfer (D),0.01,D15,COMPLIANT
South West,South West Waste Recovery Facility,Devon,18 01 03*,Transfer (D),0.27,D15,COMPLIANT
South West,South West Waste Recovery Facility,Devon,18 01 04,Transfer (D),0.03,D15,COMPLIANT
South West,South West Waste Recovery Facility,Devon,18 01 04,Transfer (D),0.01,D15,COMPLIANT
South West,South West Waste Recovery Facility,Devon,18 01 09,Transfer (D),0.01,D15,COMPLIANT
South West,South West Waste Recovery Facility,Devon,18 01 01,Transfer (D),0.02,D15,COMPLIANT
South West,South West Waste Recovery Facility,Devon,18 01 04,Transfer (D),0.07,D15,COMPLIANT
South West,South West Waste Recovery Facility,Devon,18 01 01,Transfer (D),0.05,D15,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 08*,Transfer (D),0.05,D15,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 06*,Recovery,0.4,R13,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 07,Transfer (D),0.25,D15,COMPLIANT
